template_id,segment_id,lifecycle_stage,goal,theme,tone_preferences,hook_used,feature_reference,content_english,content_hindi
TPL-43123BCA,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Unlock Your Potential,Personalized Coaching,Get personalized coaching to help you reach your full potential!,व्यक्तिगत कोचिंग प्राप्त करें जो आपको अपने पूर्ण संभावनाओं तक पहुंचने में मदद करेग!
TPL-351DAE4F,S1,inactive,Increase gamification engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Unlock Exclusive Rewards,Unlock special perks and badges,Get back on track and earn exclusive rewards for your accomplishments!,"प्राप्त करें विशेष पुरस्कार और बैज, अपने प्रगति के लिए वापस आइए!"
TPL-F482F98E,S1,inactive,Increase gamification engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Your Progress Awaits,View your progress and set new goals,See how far you've come and set new challenges to conquer!,आपकी प्रगति देखें और नए लक्ष्य निर्धारित करें!
TPL-F0B4DD87,S1,inactive,Increase gamification engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Boost Your Engagement,Participate in special challenges and earn rewards,Join the fun and boost your engagement with exclusive challenges!,सामूहिक चुनौतियों में भाग लें और विशेष पुरस्कार प्राप्त करें!
TPL-79CFEA01,S1,inactive,Increase gamification engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",You're One Step Closer,Celebrate your progress and stay motivated,Celebrate your achievements and stay on track with our motivational tools!,आपकी प्रगति की पार्टी मनाएं और प्रेरणा के उपकरणों का उपयोग करें!
TPL-1CAF972D,S1,inactive,Increase gamification engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Get Ready for a Surge,Prepare for a surge in rewards and challenges,Get ready for a boost in rewards and challenges that will take your engagement to the next level!,पुरस्कारों और चुनौतियों के लिए तैयार रहें जो आपकी प्रतिस्पर्धा को अगले स्तर पर ले जाएंगे!
TPL-D104021A,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Friendly accountability, Growth-focused",D31+ Retention Reminder,Daily AI Tutor Sessions,Don't let your progress slip away! Stay on track with daily AI tutor sessions. Complete your session today!,अपनी प्रगति को ध्यान में रखने के लिए दैनिक AI ट्यूटर सेशनों को पूरा करें। आज सेशन को पूरा करें!
TPL-F5CD9F09,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Friendly accountability, Growth-focused",Loss Avoidance: Missing Sessions,Catch up on missed sessions,Missing sessions can cost you progress! Catch up on missed sessions and get back on track.,मिस हुए सेशन्स को फिर से शुरू करें और अपनी प्रगति को बनाए रखें।
TPL-2277CB31,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Friendly accountability, Growth-focused",Growth-Focused: Unlock Next Level,Unlock next level of AI Tutor,Unlock the next level of AI Tutor and take your learning to the next level! Complete your session today.,अगले स्तर को खोलें और अपनी सीखने की प्रक्रिया को अगले स्तर तक लाएं। आज सेशन को पूरा करें!
TPL-E82D6DD1,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Friendly accountability, Growth-focused",Retention: Stay Engaged,Stay engaged with daily sessions,Stay engaged and motivated with daily AI tutor sessions. Complete your session today and keep your momentum going!,दैनिक AI ट्यूटर सेशनों से जुड़े रहें और अपनी गति को बनाए रखें। आज सेशन को पूरा करें!
